1.034 2806.0 2.916506650429861
1.052 840.0 4.198104795166687
1.038 1846.0 3.5643868286502505
1.05 915.0 3.889533634005194
1.026 2729.0 2.3818363422588926
1.052 762.0 3.912621740097578
1.034 2821.0 2.787780741973495
1.046 1468.0 3.7169340582743535
1.056 435.0 4.322014214691692
1.05 599.0 3.938270179547367
1.046 1030.0 3.7842454997733976
1.036 2633.0 2.963450176755729
1.046 1538.0 3.660763158160316
1.042 1554.0 3.2642163971555247
1.038 2057.0 3.097206615966198
1.062 327.0 4.608653892642594
1.036 2205.0 2.9286293155747463
1.038 2327.0 3.0607935894529525
1.04 1820.0 3.2937123646763244
1.036 1824.0 3.3676131932149054
1.04 1582.0 3.3751871871605874
1.066 195.0 4.160505699170983
1.044 1338.0 3.697155771329897
1.07 166.0 4.844344641140696
1.032 2737.0 2.713552160846968
1.046 1087.0 3.747749380218024
1.062 324.0 4.662324815869408
1.05 871.0 4.153585284018019
1.048 1017.0 3.770684398021938
1.042 1550.0 3.6986732361784886
1.04 1894.0 3.369415091069432
1.038 2769.0 2.893742648424149
1.036 2408.0 2.996075250193811
1.04 1733.0 3.3151620396809736
1.034 2366.0 2.781163345253768
1.042 1624.0 3.5971966595816034
1.08 65.0 4.737662220527246
1.042 1796.0 3.247187768289577
1.042 1367.0 3.42675744813121
1.074 137.0 4.986182136214834
1.038 1696.0 3.260751933810387
1.062 505.0 4.263213396530599
1.048 954.0 3.954580304664597
1.05 819.0 4.053185924036279
1.076 113.0 4.787128478205325
1.074 121.0 4.547055680399363
1.036 2903.0 2.808173794064272
1.06 343.0 4.784149938023627
1.058 588.0 4.282990350367774
1.06 502.0 4.681676450982079
1.074 91.0 4.776908758853581
1.06 409.0 4.850832337162851
1.044 1195.0 3.5285670771934785
1.044 1245.0 3.631972693191434
1.046 1484.0 3.855589816251592
1.04 1406.0 3.2977150580952825
1.034 2155.0 2.8753040200036626
1.034 2521.0 2.786555263720951
1.034 2607.0 2.7393628958816727
1.032 2880.0 2.60545077756902
1.034 2190.0 2.798128788432185
1.04 1629.0 3.432502580718175
1.036 2902.0 2.783909560744459
1.036 2232.0 3.0717547489259127
1.04 1951.0 3.1872140741899635
1.032 2525.0 2.669683891902006
1.034 2560.0 2.8765514813193884
1.078 64.0 4.612117758011556
1.036 2158.0 2.895266918517746
1.036 2297.0 3.1634585889183584
1.04 1953.0 3.270134717518975
1.066 256.0 4.311604495393349
1.034 2440.0 2.7903675420833767
1.046 1492.0 3.6884816415295543
1.034 2673.0 2.771952505975132
1.058 460.0 3.9842555762746064
1.034 2836.0 2.819636614439026
1.042 1354.0 3.495578877769285
1.04 1866.0 3.4067676280113988
1.06 388.0 4.264229551205569
1.046 1078.0 3.7581940018620426
1.064 258.0 4.449581320951939
1.032 2992.0 2.513902745539997
1.054 644.0 4.045750439669472
1.056 406.0 4.087820825902384
1.03 2905.0 2.2721572549831297
1.034 2558.0 2.6862246995801464
1.032 2686.0 2.665944344189064
1.06 486.0 4.415919520060926
1.032 2389.0 2.473746028918985
1.054 869.0 4.161175983926564
1.042 1496.0 3.566808247987841
1.038 2742.0 2.971897805701873
1.042 1599.0 3.690340324221949
1.04 1983.0 3.776044037235378
1.048 1015.0 3.952821437334273
1.068 249.0 4.839911983741929
1.054 804.0 4.168716395861582
1.036 2146.0 2.9395266408935314
1.058 616.0 4.152814309016263
1.058 570.0 4.543991664925674
1.052 728.0 4.549136857599121
1.036 2632.0 2.8652500652052857
1.052 868.0 3.9812168661927614
1.048 1032.0 3.950625538569515
1.052 772.0 4.076445178109872
1.036 2667.0 2.7511489883133606
1.052 644.0 4.151635067983813
1.04 1906.0 3.4869706526406805
1.04 1716.0 3.118122815871424
1.056 555.0 4.1747596522923045
1.042 1585.0 3.804060001283293
1.064 272.0 4.361606815193736
1.036 2096.0 2.928134843314941
1.038 2427.0 3.1438798234437493
1.04 1627.0 3.2261618233754
1.036 2439.0 2.959572107502632
1.032 2263.0 2.589126526345616
1.034 1836.0 2.931030334923418
1.044 1919.0 3.3036124430653757
1.038 2046.0 3.4851110879584684
1.036 2407.0 3.10213674986167
1.03 2709.0 2.491012712227632
1.032 2735.0 2.8325554892020857
1.054 595.0 3.7965042352629137
1.038 1925.0 3.3530256889176275
1.068 209.0 4.642864464080596
1.052 897.0 4.037102997710809
1.05 977.0 3.955975661423647
1.038 1913.0 3.118491013520008
1.054 730.0 4.2772381197485005
1.042 1302.0 3.5960682147043586
